# FIELDS:
# 1. Newbase-id
# 2. Newbase-name
# 3. FMI Name (without conversion)

10404;depth_below_geoid;depth_below_geoid
10405;depth_below_sea_floor;depth_below_sea_floor
10406;depth_of_isosurface_of_sea_water_potential_temperature;depth_of_isosurface_of_sea_water_potential_temperature
10407;dew_point_depression;dew_point_depression
10408;dew_point_temperature;dew_point_temperature
10409;difference_of_air_pressure_from_model_reference;difference_of_air_pressure_from_model_reference
10410;diffuse_downwelling_shortwave_flux_in_air;diffuse_downwelling_shortwave_flux_in_air
10411;diffuse_downwelling_shortwave_flux_in_air_assuming_clear_sky;diffuse_downwelling_shortwave_flux_in_air_assuming_clear_sky
10412;dimensionless_exner_function;dimensionless_exner_function
10413;direct_downwelling_shortwave_flux_in_air;direct_downwelling_shortwave_flux_in_air
10414;direction_of_radial_vector_away_from_instrument;direction_of_radial_vector_away_from_instrument
10415;direction_of_sea_ice_displacement;direction_of_sea_ice_displacement
10416;direction_of_sea_ice_velocity;direction_of_sea_ice_velocity
10417;direction_of_sea_water_velocity;direction_of_sea_water_velocity
10418;distance_from_geocenter;distance_from_geocenter
10419;distance_from_sun;distance_from_sun
10420;distance_from_tropical_cyclone_center_to_leading_edge_of_displaced_convection;distance_from_tropical_cyclone_center_to_leading_edge_of_displaced_convection
10421;divergence_of_sea_ice_velocity;divergence_of_sea_ice_velocity
10422;divergence_of_wind;divergence_of_wind
10423;downward_air_velocity;downward_air_velocity
10424;downward_dry_static_energy_flux_due_to_diffusion;downward_dry_static_energy_flux_due_to_diffusion
10425;downward_eastward_momentum_flux_in_air;downward_eastward_momentum_flux_in_air
10426;downward_eastward_momentum_flux_in_air_due_to_diffusion;downward_eastward_momentum_flux_in_air_due_to_diffusion
10427;downward_eastward_stress_at_sea_ice_base;downward_eastward_stress_at_sea_ice_base
10428;downward_heat_flux_at_ground_level_in_snow;downward_heat_flux_at_ground_level_in_snow
10429;downward_heat_flux_at_ground_level_in_soil;downward_heat_flux_at_ground_level_in_soil
10430;downward_heat_flux_in_air;downward_heat_flux_in_air
10431;downward_heat_flux_in_floating_ice;downward_heat_flux_in_floating_ice
10432;downward_heat_flux_in_sea_ice;downward_heat_flux_in_sea_ice
10433;downward_heat_flux_in_soil;downward_heat_flux_in_soil
10434;downward_northward_momentum_flux_in_air;downward_northward_momentum_flux_in_air
10435;downward_northward_momentum_flux_in_air_due_to_diffusion;downward_northward_momentum_flux_in_air_due_to_diffusion
10436;downward_northward_stress_at_sea_ice_base;downward_northward_stress_at_sea_ice_base
10437;downward_sea_ice_basal_salt_flux;downward_sea_ice_basal_salt_flux
10438;downward_water_vapor_flux_in_air_due_to_diffusion;downward_water_vapor_flux_in_air_due_to_diffusion
10439;downward_x_stress_at_sea_ice_base;downward_x_stress_at_sea_ice_base
10440;downward_y_stress_at_sea_ice_base;downward_y_stress_at_sea_ice_base
10441;downwelling_longwave_flux_in_air;downwelling_longwave_flux_in_air
10442;downwelling_longwave_flux_in_air_assuming_clear_sky;downwelling_longwave_flux_in_air_assuming_clear_sky
10443;downwelling_longwave_radiance_in_air;downwelling_longwave_radiance_in_air
10444;downwelling_photon_flux_in_sea_water;downwelling_photon_flux_in_sea_water
10445;downwelling_photon_flux_per_unit_wavelength_in_sea_water;downwelling_photon_flux_per_unit_wavelength_in_sea_water
10446;downwelling_photon_radiance_in_sea_water;downwelling_photon_radiance_in_sea_water
10447;downwelling_photon_radiance_per_unit_wavelength_in_sea_water;downwelling_photon_radiance_per_unit_wavelength_in_sea_water
10448;downwelling_photon_spherical_irradiance_in_sea_water;downwelling_photon_spherical_irradiance_in_sea_water
10449;downwelling_photon_spherical_irradiance_per_unit_wavelength_in_sea_water;downwelling_photon_spherical_irradiance_per_unit_wavelength_in_sea_water
10450;downwelling_photosynthetic_photon_flux_in_sea_water;downwelling_photosynthetic_photon_flux_in_sea_water
10451;downwelling_photosynthetic_photon_radiance_in_sea_water;downwelling_photosynthetic_photon_radiance_in_sea_water
10452;downwelling_photosynthetic_photon_spherical_irradiance_in_sea_water;downwelling_photosynthetic_photon_spherical_irradiance_in_sea_water
10453;downwelling_photosynthetic_radiance_in_sea_water;downwelling_photosynthetic_radiance_in_sea_water
10454;downwelling_photosynthetic_radiative_flux_in_sea_water;downwelling_photosynthetic_radiative_flux_in_sea_water
10455;downwelling_photosynthetic_spherical_irradiance_in_sea_water;downwelling_photosynthetic_spherical_irradiance_in_sea_water
10456;downwelling_radiance_in_sea_water;downwelling_radiance_in_sea_water
10457;downwelling_radiance_per_unit_wavelength_in_air;downwelling_radiance_per_unit_wavelength_in_air
10458;downwelling_radiance_per_unit_wavelength_in_sea_water;downwelling_radiance_per_unit_wavelength_in_sea_water
10459;downwelling_radiative_flux_in_sea_water;downwelling_radiative_flux_in_sea_water
10460;downwelling_radiative_flux_per_unit_wavelength_in_air;downwelling_radiative_flux_per_unit_wavelength_in_air
10461;downwelling_radiative_flux_per_unit_wavelength_in_sea_water;downwelling_radiative_flux_per_unit_wavelength_in_sea_water
10462;downwelling_shortwave_flux_in_air;downwelling_shortwave_flux_in_air
10463;downwelling_shortwave_flux_in_air_assuming_clear_sky;downwelling_shortwave_flux_in_air_assuming_clear_sky
10464;downwelling_shortwave_flux_in_sea_water;downwelling_shortwave_flux_in_sea_water
10465;downwelling_shortwave_radiance_in_air;downwelling_shortwave_radiance_in_air
10466;downwelling_spherical_irradiance_in_sea_water;downwelling_spherical_irradiance_in_sea_water
10467;downwelling_spherical_irradiance_per_unit_wavelength_in_sea_water;downwelling_spherical_irradiance_per_unit_wavelength_in_sea_water
10468;dry_atmosphere_mole_fraction_of_carbon_dioxide;dry_atmosphere_mole_fraction_of_carbon_dioxide
10469;dry_atmosphere_mole_fraction_of_methane;dry_atmosphere_mole_fraction_of_methane
10470;dry_energy_content_of_atmosphere_layer;dry_energy_content_of_atmosphere_layer
10471;dry_static_energy_content_of_atmosphere_layer;dry_static_energy_content_of_atmosphere_layer
10472;duration_of_sunshine;duration_of_sunshine
10473;dvorak_tropical_cyclone_current_intensity_number;dvorak_tropical_cyclone_current_intensity_number
10474;dvorak_tropical_number;dvorak_tropical_number
10475;dynamic_tropopause_potential_temperature;dynamic_tropopause_potential_temperature
10476;eastward_atmosphere_dry_static_energy_transport_across_unit_distance;eastward_atmosphere_dry_static_energy_transport_across_unit_distance
10477;eastward_atmosphere_water_transport_across_unit_distance;eastward_atmosphere_water_transport_across_unit_distance
10478;eastward_atmosphere_water_vapor_transport_across_unit_distance;eastward_atmosphere_water_vapor_transport_across_unit_distance
10479;eastward_derivative_of_northward_sea_ice_velocity;eastward_derivative_of_northward_sea_ice_velocity
10480;eastward_flood_water_velocity;eastward_flood_water_velocity
10481;eastward_land_ice_velocity;eastward_land_ice_velocity
10482;eastward_mass_flux_of_air;eastward_mass_flux_of_air
10483;eastward_momentum_flux_correction;eastward_momentum_flux_correction
10484;eastward_sea_ice_displacement;eastward_sea_ice_displacement
10485;eastward_sea_ice_velocity;eastward_sea_ice_velocity
10486;eastward_sea_water_velocity;eastward_sea_water_velocity
10487;eastward_sea_water_velocity_assuming_no_tide;eastward_sea_water_velocity_assuming_no_tide
10488;eastward_transformed_eulerian_mean_air_velocity;eastward_transformed_eulerian_mean_air_velocity
10489;eastward_water_vapor_flux_in_air;eastward_water_vapor_flux_in_air
10490;eastward_water_vapor_transport_across_unit_distance_in_atmosphere_layer;eastward_water_vapor_transport_across_unit_distance_in_atmosphere_layer
10491;eastward_wind;eastward_wind
10492;eastward_wind_shear;eastward_wind_shear
10493;effective_radius_of_cloud_condensed_water_particles_at_cloud_top;effective_radius_of_cloud_condensed_water_particles_at_cloud_top
10494;effective_radius_of_cloud_liquid_water_particle;effective_radius_of_cloud_liquid_water_particle
10495;effective_radius_of_cloud_liquid_water_particle_at_liquid_water_cloud_top;effective_radius_of_cloud_liquid_water_particle_at_liquid_water_cloud_top
10496;effective_radius_of_convective_cloud_ice_particle;effective_radius_of_convective_cloud_ice_particle
10497;effective_radius_of_convective_cloud_liquid_water_particle;effective_radius_of_convective_cloud_liquid_water_particle
10498;effective_radius_of_convective_cloud_rain_particle;effective_radius_of_convective_cloud_rain_particle
10499;effective_radius_of_convective_cloud_snow_particle;effective_radius_of_convective_cloud_snow_particle
10500;effective_radius_of_stratiform_cloud_graupel_particle;CLDBASE-M
10501;effective_radius_of_stratiform_cloud_ice_particle;effective_radius_of_stratiform_cloud_ice_particle
10502;effective_radius_of_stratiform_cloud_liquid_water_particle;effective_radius_of_stratiform_cloud_liquid_water_particle
10503;effective_radius_of_stratiform_cloud_rain_particle;effective_radius_of_stratiform_cloud_rain_particle
10504;effective_radius_of_stratiform_cloud_snow_particle;effective_radius_of_stratiform_cloud_snow_particle
10505;electrical_mobility_particle_diameter;electrical_mobility_particle_diameter
10506;enthalpy_content_of_atmosphere_layer;enthalpy_content_of_atmosphere_layer
10507;equilibrium_line_altitude;equilibrium_line_altitude
10508;equivalent_potential_temperature;equivalent_potential_temperature
10509;equivalent_pressure_of_atmosphere_ozone_content;equivalent_pressure_of_atmosphere_ozone_content
10510;equivalent_reflectivity_factor;equivalent_reflectivity_factor
10511;equivalent_temperature;equivalent_temperature
10512;equivalent_thickness_at_stp_of_atmosphere_ozone_content;equivalent_thickness_at_stp_of_atmosphere_ozone_content
10513;ertel_potential_vorticity;ertel_potential_vorticity
10514;fast_soil_pool_carbon_content;fast_soil_pool_carbon_content
10515;final_air_pressure_of_lifted_parcel;final_air_pressure_of_lifted_parcel
10516;fire_area;fire_area
10517;fire_radiative_power;fire_radiative_power
10518;fire_temperature;fire_temperature
10519;floating_ice_shelf_area;floating_ice_shelf_area
10520;floating_ice_shelf_area_fraction;floating_ice_shelf_area_fraction
10521;floating_ice_thickness;floating_ice_thickness
10522;flood_water_duration_above_threshold;flood_water_duration_above_threshold
10523;flood_water_speed;flood_water_speed
10524;flood_water_thickness;flood_water_thickness
10525;fog_area_fraction;fog_area_fraction
10526;forecast_period;forecast_period
10527;forecast_reference_time;forecast_reference_time
10528;fractional_saturation_of_oxygen_in_sea_water;fractional_saturation_of_oxygen_in_sea_water
10529;fraction_of_surface_downwelling_photosynthetic_radiative_flux_absorbed_by_vegetation;fraction_of_surface_downwelling_photosynthetic_radiative_flux_absorbed_by_vegetation
10530;freezing_level_altitude;freezing_level_altitude
10531;freezing_temperature_of_sea_water;freezing_temperature_of_sea_water
10532;frozen_water_content_of_soil_layer;frozen_water_content_of_soil_layer
10533;geoid_height_above_reference_ellipsoid;geoid_height_above_reference_ellipsoid
10534;geopotential;geopotential
10535;geopotential_height;geopotential_height
10536;geopotential_height_anomaly;geopotential_height_anomaly
10537;geopotential_height_at_cloud_top;geopotential_height_at_cloud_top
10538;geopotential_height_at_volcanic_ash_cloud_top;geopotential_height_at_volcanic_ash_cloud_top
10539;geostrophic_eastward_sea_water_velocity;geostrophic_eastward_sea_water_velocity
10540;geostrophic_eastward_wind;geostrophic_eastward_wind
10541;geostrophic_northward_sea_water_velocity;geostrophic_northward_sea_water_velocity
10542;geostrophic_northward_wind;geostrophic_northward_wind
10543;global_average_sea_level_change;global_average_sea_level_change
10544;global_average_steric_sea_level_change;global_average_steric_sea_level_change
10545;global_average_thermosteric_sea_level_change;global_average_thermosteric_sea_level_change
10546;grid_latitude;grid_latitude
10547;grid_longitude;grid_longitude
10548;gross_primary_productivity_of_biomass_expressed_as_carbon;gross_primary_productivity_of_biomass_expressed_as_carbon
10549;gross_rate_of_decrease_in_area_fraction;gross_rate_of_decrease_in_area_fraction
10550;gross_rate_of_increase_in_area_fraction;gross_rate_of_increase_in_area_fraction
10551;grounded_ice_sheet_area;grounded_ice_sheet_area
10552;grounded_ice_sheet_area_fraction;grounded_ice_sheet_area_fraction
10553;ground_level_altitude;ground_level_altitude
10554;growth_limitation_of_calcareous_phytoplankton_due_to_solar_irradiance;growth_limitation_of_calcareous_phytoplankton_due_to_solar_irradiance
10555;growth_limitation_of_diatoms_due_to_solar_irradiance;growth_limitation_of_diatoms_due_to_solar_irradiance
10556;growth_limitation_of_diazotrophs_due_to_solar_irradiance;growth_limitation_of_diazotrophs_due_to_solar_irradiance
10557;growth_limitation_of_miscellaneous_phytoplankton_due_to_solar_irradiance;growth_limitation_of_miscellaneous_phytoplankton_due_to_solar_irradiance
10558;growth_limitation_of_picophytoplankton_due_to_solar_irradiance;growth_limitation_of_picophytoplankton_due_to_solar_irradiance
10559;halosteric_change_in_mean_sea_level;halosteric_change_in_mean_sea_level
10560;halosteric_change_in_sea_surface_height;halosteric_change_in_sea_surface_height
10561;harmonic_period;harmonic_period
10562;heat_flux_correction;heat_flux_correction
10563;heat_flux_into_sea_water_due_to_freezing_of_frazil_ice;heat_flux_into_sea_water_due_to_freezing_of_frazil_ice
10564;heat_flux_into_sea_water_due_to_iceberg_thermodynamics;heat_flux_into_sea_water_due_to_iceberg_thermodynamics
10565;heat_flux_into_sea_water_due_to_newtonian_relaxation;heat_flux_into_sea_water_due_to_newtonian_relaxation
10566;heat_flux_into_sea_water_due_to_sea_ice_thermodynamics;heat_flux_into_sea_water_due_to_sea_ice_thermodynamics
10567;heat_flux_into_sea_water_due_to_snow_thermodynamics;heat_flux_into_sea_water_due_to_snow_thermodynamics
10568;height;height
10569;height_above_reference_ellipsoid;height_above_reference_ellipsoid
10570;height_above_sea_floor;height_above_sea_floor
10571;height_at_cloud_top;height_at_cloud_top
10572;height_at_effective_cloud_top_defined_by_infrared_radiation;height_at_effective_cloud_top_defined_by_infrared_radiation
10573;heterotrophic_respiration_carbon_flux;heterotrophic_respiration_carbon_flux
10574;high_type_cloud_area_fraction;high_type_cloud_area_fraction
10575;histogram_of_backscattering_ratio_over_height_above_reference_ellipsoid;histogram_of_backscattering_ratio_over_height_above_reference_ellipsoid
10576;histogram_of_equivalent_reflectivity_factor_over_height_above_reference_ellipsoid;histogram_of_equivalent_reflectivity_factor_over_height_above_reference_ellipsoid
10577;horizontal_atmosphere_dry_energy_transport;horizontal_atmosphere_dry_energy_transport
10578;horizontal_dry_energy_transport_in_atmosphere_layer;horizontal_dry_energy_transport_in_atmosphere_layer
10579;humidity_mixing_ratio;humidity_mixing_ratio
10580;ice_cloud_area_fraction;ice_cloud_area_fraction
10581;ice_cloud_area_fraction_in_atmosphere_layer;ice_cloud_area_fraction_in_atmosphere_layer
10582;institution;institution
10583;integral_of_air_temperature_deficit_wrt_time;integral_of_air_temperature_deficit_wrt_time
10584;integral_of_air_temperature_excess_wrt_time;integral_of_air_temperature_excess_wrt_time
10585;integral_of_product_of_eastward_wind_and_specific_humidity_wrt_height;integral_of_product_of_eastward_wind_and_specific_humidity_wrt_height
10586;integral_of_product_of_northward_wind_and_specific_humidity_wrt_height;integral_of_product_of_northward_wind_and_specific_humidity_wrt_height
10587;integral_of_sea_ice_temperature_wrt_depth_expressed_as_heat_content;integral_of_sea_ice_temperature_wrt_depth_expressed_as_heat_content
10588;integral_of_sea_water_potential_temperature_wrt_depth_expressed_as_heat_content;integral_of_sea_water_potential_temperature_wrt_depth_expressed_as_heat_content
10589;integral_of_sea_water_practical_salinity_wrt_depth;integral_of_sea_water_practical_salinity_wrt_depth
10590;integral_of_sea_water_temperature_wrt_depth_in_ocean_layer;integral_of_sea_water_temperature_wrt_depth_in_ocean_layer
10591;integral_of_surface_downward_eastward_stress_wrt_time;integral_of_surface_downward_eastward_stress_wrt_time
10592;integral_of_surface_downward_latent_heat_flux_wrt_time;integral_of_surface_downward_latent_heat_flux_wrt_time
10593;integral_of_surface_downward_northward_stress_wrt_time;integral_of_surface_downward_northward_stress_wrt_time
10594;integral_of_surface_downward_sensible_heat_flux_wrt_time;integral_of_surface_downward_sensible_heat_flux_wrt_time
10595;integral_of_surface_downwelling_longwave_flux_in_air_wrt_time;integral_of_surface_downwelling_longwave_flux_in_air_wrt_time
10596;integral_of_surface_downwelling_shortwave_flux_in_air_wrt_time;integral_of_surface_downwelling_shortwave_flux_in_air_wrt_time
10597;integral_of_surface_net_downward_longwave_flux_wrt_time;integral_of_surface_net_downward_longwave_flux_wrt_time
10598;integral_of_surface_net_downward_shortwave_flux_wrt_time;integral_of_surface_net_downward_shortwave_flux_wrt_time
10599;integral_of_toa_net_downward_shortwave_flux_wrt_time;integral_of_toa_net_downward_shortwave_flux_wrt_time
10600;integral_of_toa_outgoing_longwave_flux_wrt_time;integral_of_toa_outgoing_longwave_flux_wrt_time
10601;integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent;integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent
10602;integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent_due_to_biological_processes;integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent_due_to_biological_processes
10603;iron_growth_limitation_of_calcareous_phytoplankton;iron_growth_limitation_of_calcareous_phytoplankton
10604;iron_growth_limitation_of_diatoms;iron_growth_limitation_of_diatoms
10605;iron_growth_limitation_of_diazotrophs;iron_growth_limitation_of_diazotrophs
10606;iron_growth_limitation_of_miscellaneous_phytoplankton;iron_growth_limitation_of_miscellaneous_phytoplankton
10607;iron_growth_limitation_of_picophytoplankton;iron_growth_limitation_of_picophytoplankton
10608;isccp_cloud_area_fraction;isccp_cloud_area_fraction
10609;isotropic_longwave_radiance_in_air;isotropic_longwave_radiance_in_air
10610;isotropic_radiance_per_unit_wavelength_in_air;isotropic_radiance_per_unit_wavelength_in_air
10611;isotropic_shortwave_radiance_in_air;isotropic_shortwave_radiance_in_air
10612;kinetic_energy_content_of_atmosphere_layer;kinetic_energy_content_of_atmosphere_layer
10613;kinetic_energy_dissipation_in_atmosphere_boundary_layer;kinetic_energy_dissipation_in_atmosphere_boundary_layer
10614;lagrangian_tendency_of_air_pressure;lagrangian_tendency_of_air_pressure
10615;lagrangian_tendency_of_atmosphere_sigma_coordinate;lagrangian_tendency_of_atmosphere_sigma_coordinate
10616;land_area_fraction;land_area_fraction
10617;land_binary_mask;land_binary_mask
10618;land_cover_lccs;land_cover_lccs
10619;land_ice_area_fraction;land_ice_area_fraction
10620;land_ice_basal_melt_rate;land_ice_basal_melt_rate
10621;land_ice_basal_specific_mass_balance_flux;land_ice_basal_specific_mass_balance_flux
10622;land_ice_basal_upward_velocity;land_ice_basal_upward_velocity
10623;land_ice_basal_x_velocity;land_ice_basal_x_velocity
10624;land_ice_basal_y_velocity;land_ice_basal_y_velocity
10625;land_ice_calving_rate;land_ice_calving_rate
10626;land_ice_lwe_basal_melt_rate;land_ice_lwe_basal_melt_rate
10627;land_ice_lwe_calving_rate;land_ice_lwe_calving_rate
10628;land_ice_lwe_surface_specific_mass_balance_rate;land_ice_lwe_surface_specific_mass_balance_rate
10629;land_ice_runoff_flux;land_ice_runoff_flux
10630;land_ice_sigma_coordinate;land_ice_sigma_coordinate
10631;land_ice_specific_mass_flux_due_to_calving;land_ice_specific_mass_flux_due_to_calving
10632;land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting;land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting
10633;land_ice_surface_melt_flux;land_ice_surface_melt_flux
10634;land_ice_surface_specific_mass_balance_flux;land_ice_surface_specific_mass_balance_flux
10635;land_ice_surface_specific_mass_balance_rate;land_ice_surface_specific_mass_balance_rate
10636;land_ice_surface_upward_velocity;land_ice_surface_upward_velocity
10637;land_ice_surface_x_velocity;land_ice_surface_x_velocity
10638;land_ice_surface_y_velocity;land_ice_surface_y_velocity
10639;land_ice_temperature;land_ice_temperature
10640;land_ice_thickness;land_ice_thickness
10641;land_ice_vertical_mean_x_velocity;land_ice_vertical_mean_x_velocity
10642;land_ice_vertical_mean_y_velocity;land_ice_vertical_mean_y_velocity
10643;land_ice_x_velocity;land_ice_x_velocity
10644;land_ice_y_velocity;land_ice_y_velocity
10646;leaf_area_index;leaf_area_index
10647;leaf_carbon_content;leaf_carbon_content
10648;lightning_radiant_energy;lightning_radiant_energy
10649;liquid_water_cloud_area_fraction;liquid_water_cloud_area_fraction
10650;liquid_water_cloud_area_fraction_in_atmosphere_layer;liquid_water_cloud_area_fraction_in_atmosphere_layer
10651;liquid_water_content_of_permafrost_layer;liquid_water_content_of_permafrost_layer
10652;liquid_water_content_of_soil_layer;liquid_water_content_of_soil_layer
10653;liquid_water_content_of_surface_snow;liquid_water_content_of_surface_snow
10654;litter_carbon_content;litter_carbon_content
10655;litter_carbon_flux;litter_carbon_flux
10656;log10_size_interval_based_number_size_distribution_of_cloud_condensation_nuclei_at_stp_in_air;log10_size_interval_based_number_size_distribution_of_cloud_condensation_nuclei_at_stp_in_air
10658;low_type_cloud_area_fraction;low_type_cloud_area_fraction
10659;lwe_convective_precipitation_rate;lwe_convective_precipitation_rate
10660;lwe_convective_snowfall_rate;lwe_convective_snowfall_rate
10661;lwe_precipitation_rate;lwe_precipitation_rate
10662;lwe_snowfall_rate;lwe_snowfall_rate
10663;lwe_stratiform_precipitation_rate;lwe_stratiform_precipitation_rate
10664;lwe_stratiform_snowfall_rate;lwe_stratiform_snowfall_rate
10665;lwe_thickness_of_atmosphere_mass_content_of_water_vapor;lwe_thickness_of_atmosphere_mass_content_of_water_vapor
10666;lwe_thickness_of_canopy_water_amount;lwe_thickness_of_canopy_water_amount
10667;lwe_thickness_of_convective_precipitation_amount;lwe_thickness_of_convective_precipitation_amount
10668;lwe_thickness_of_convective_snowfall_amount;lwe_thickness_of_convective_snowfall_amount
10669;lwe_thickness_of_frozen_water_content_of_soil_layer;lwe_thickness_of_frozen_water_content_of_soil_layer
10670;lwe_thickness_of_moisture_content_of_soil_layer;lwe_thickness_of_moisture_content_of_soil_layer
10671;lwe_thickness_of_precipitation_amount;lwe_thickness_of_precipitation_amount
10672;lwe_thickness_of_snowfall_amount;lwe_thickness_of_snowfall_amount
10673;lwe_thickness_of_soil_moisture_content;lwe_thickness_of_soil_moisture_content
10674;lwe_thickness_of_stratiform_precipitation_amount;lwe_thickness_of_stratiform_precipitation_amount
10675;lwe_thickness_of_stratiform_snowfall_amount;lwe_thickness_of_stratiform_snowfall_amount
10676;lwe_thickness_of_surface_snow_amount;lwe_thickness_of_surface_snow_amount
10677;lwe_thickness_of_water_evaporation_amount;lwe_thickness_of_water_evaporation_amount
10678;lwe_water_evaporation_rate;lwe_water_evaporation_rate
10679;magnitude_of_derivative_of_position_wrt_model_level_number;magnitude_of_derivative_of_position_wrt_model_level_number
10680;magnitude_of_derivative_of_position_wrt_x_coordinate_index;magnitude_of_derivative_of_position_wrt_x_coordinate_index
10681;magnitude_of_derivative_of_position_wrt_y_coordinate_index;magnitude_of_derivative_of_position_wrt_y_coordinate_index
10682;magnitude_of_heat_flux_in_sea_water_due_to_advection;magnitude_of_heat_flux_in_sea_water_due_to_advection
10683;magnitude_of_sea_ice_displacement;magnitude_of_sea_ice_displacement
10684;magnitude_of_surface_downward_stress;magnitude_of_surface_downward_stress
10685;mass_concentration_of_acetic_acid_in_air;mass_concentration_of_acetic_acid_in_air
10686;mass_concentration_of_aceto_nitrile_in_air;mass_concentration_of_aceto_nitrile_in_air
10687;mass_concentration_of_alkanes_in_air;mass_concentration_of_alkanes_in_air
10688;mass_concentration_of_alkenes_in_air;mass_concentration_of_alkenes_in_air
10689;mass_concentration_of_alpha_hexachlorocyclohexane_in_air;mass_concentration_of_alpha_hexachlorocyclohexane_in_air
10690;mass_concentration_of_alpha_pinene_in_air;mass_concentration_of_alpha_pinene_in_air
10691;mass_concentration_of_ammonia_in_air;mass_concentration_of_ammonia_in_air
10692;mass_concentration_of_ammonium_dry_aerosol_particles_in_air;mass_concentration_of_ammonium_dry_aerosol_particles_in_air
10693;mass_concentration_of_anthropogenic_nmvoc_expressed_as_carbon_in_air;mass_concentration_of_anthropogenic_nmvoc_expressed_as_carbon_in_air
10694;mass_concentration_of_aromatic_compounds_in_air;mass_concentration_of_aromatic_compounds_in_air
10695;mass_concentration_of_atomic_bromine_in_air;mass_concentration_of_atomic_bromine_in_air
10696;mass_concentration_of_atomic_chlorine_in_air;mass_concentration_of_atomic_chlorine_in_air
10697;mass_concentration_of_atomic_nitrogen_in_air;mass_concentration_of_atomic_nitrogen_in_air
10698;mass_concentration_of_benzene_in_air;mass_concentration_of_benzene_in_air
10699;mass_concentration_of_beta_pinene_in_air;mass_concentration_of_beta_pinene_in_air
10700;mass_concentration_of_biogenic_nmvoc_expressed_as_carbon_in_air;mass_concentration_of_biogenic_nmvoc_expressed_as_carbon_in_air
10701;mass_concentration_of_biomass_burning_dry_aerosol_in_air;mass_concentration_of_biomass_burning_dry_aerosol_in_air
10702;mass_concentration_of_bromine_chloride_in_air;mass_concentration_of_bromine_chloride_in_air
10703;mass_concentration_of_bromine_monoxide_in_air;mass_concentration_of_bromine_monoxide_in_air
10704;mass_concentration_of_bromine_nitrate_in_air;mass_concentration_of_bromine_nitrate_in_air
10705;mass_concentration_of_brox_expressed_as_bromine_in_air;mass_concentration_of_brox_expressed_as_bromine_in_air
10706;mass_concentration_of_butane_in_air;mass_concentration_of_butane_in_air
10707;mass_concentration_of_calcareous_phytoplankton_expressed_as_chlorophyll_in_sea_water;mass_concentration_of_calcareous_phytoplankton_expressed_as_chlorophyll_in_sea_water
10708;mass_concentration_of_carbon_dioxide_in_air;mass_concentration_of_carbon_dioxide_in_air
10709;mass_concentration_of_carbon_monoxide_in_air;mass_concentration_of_carbon_monoxide_in_air
10710;mass_concentration_of_carbon_tetrachloride_in_air;mass_concentration_of_carbon_tetrachloride_in_air
10711;mass_concentration_of_cfc113a_in_air;mass_concentration_of_cfc113a_in_air
10712;mass_concentration_of_cfc113_in_air;mass_concentration_of_cfc113_in_air
10713;mass_concentration_of_cfc114_in_air;mass_concentration_of_cfc114_in_air
10714;mass_concentration_of_cfc115_in_air;mass_concentration_of_cfc115_in_air
10715;mass_concentration_of_cfc11_in_air;mass_concentration_of_cfc11_in_air
10716;mass_concentration_of_cfc12_in_air;mass_concentration_of_cfc12_in_air
10717;mass_concentration_of_chlorine_dioxide_in_air;mass_concentration_of_chlorine_dioxide_in_air
10718;mass_concentration_of_chlorine_monoxide_in_air;mass_concentration_of_chlorine_monoxide_in_air
10719;mass_concentration_of_chlorine_nitrate_in_air;mass_concentration_of_chlorine_nitrate_in_air
10720;mass_concentration_of_chlorophyll_a_in_sea_water;mass_concentration_of_chlorophyll_a_in_sea_water
10721;mass_concentration_of_chlorophyll_in_sea_water;mass_concentration_of_chlorophyll_in_sea_water
10722;mass_concentration_of_cloud_liquid_water_in_air;mass_concentration_of_cloud_liquid_water_in_air
10723;mass_concentration_of_clox_expressed_as_chlorine_in_air;mass_concentration_of_clox_expressed_as_chlorine_in_air
10724;mass_concentration_of_coarse_mode_ambient_aerosol_particles_in_air;mass_concentration_of_coarse_mode_ambient_aerosol_particles_in_air
10725;mass_concentration_of_condensed_water_in_soil;mass_concentration_of_condensed_water_in_soil
10726;mass_concentration_of_diatoms_expressed_as_carbon_in_sea_water;mass_concentration_of_diatoms_expressed_as_carbon_in_sea_water
10727;mass_concentration_of_diatoms_expressed_as_chlorophyll_in_sea_water;mass_concentration_of_diatoms_expressed_as_chlorophyll_in_sea_water
10728;mass_concentration_of_diatoms_expressed_as_nitrogen_in_sea_water;mass_concentration_of_diatoms_expressed_as_nitrogen_in_sea_water
10729;mass_concentration_of_diazotrophs_expressed_as_chlorophyll_in_sea_water;mass_concentration_of_diazotrophs_expressed_as_chlorophyll_in_sea_water
10730;mass_concentration_of_dichlorine_peroxide_in_air;mass_concentration_of_dichlorine_peroxide_in_air
10731;mass_concentration_of_dimethyl_sulfide_in_air;mass_concentration_of_dimethyl_sulfide_in_air
10732;mass_concentration_of_dinitrogen_pentoxide_in_air;mass_concentration_of_dinitrogen_pentoxide_in_air
